Nama Perenang:,sinus_freq_01
Gaya Renang:,Dada
Time:,140526-1132
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
5010.51,20.28,-0.34,33.29
5010.61,20.03,-0.37,34.10
5010.71,20.00,-0.39,34.44
5010.81,20.21,-0.39,34.33
5010.91,20.69,-0.37,33.79
5011.01,21.45,-0.32,32.82
5011.11,22.46,-0.24,31.49
5011.21,23.72,-0.14,29.79
5011.31,25.18,-0.00,27.77
5011.41,26.82,0.17,25.49
5011.51,28.56,0.38,22.96
5011.61,30.37,0.63,20.23
5011.71,32.18,0.92,17.34
5011.81,33.93,1.25,14.33
5011.91,35.56,1.61,11.23
5012.01,37.03,2.02,8.08
5012.11,38.27,2.46,4.92
5012.21,39.24,2.93,1.75
5012.31,39.92,3.42,-1.37
5012.41,40.27,3.94,-4.41
5012.51,40.28,4.48,-7.38
5012.61,39.92,5.02,-10.22
5012.71,39.23,5.57,-12.95
5012.81,38.19,6.11,-15.54
5012.91,36.83,6.63,-17.99
5013.01,35.17,7.12,-20.27
5013.11,33.24,7.58,-22.38
5013.21,31.07,7.98,-24.30
5013.31,28.72,8.32,-26.03
5013.41,26.23,8.58,-27.56
5013.51,23.63,8.75,-28.89
5013.61,21.00,8.82,-30.04
5013.71,18.35,8.77,-30.99
5013.81,15.74,8.60,-31.75
5013.91,13.22,8.30,-32.32
5014.01,10.83,7.84,-32.70
5014.11,8.62,7.24,-32.89
5014.21,6.62,6.48,-32.91
5014.31,4.86,5.57,-32.75
5014.41,3.37,4.49,-32.42
5014.51,2.19,3.27,-31.92
5014.61,1.31,1.91,-31.28
5014.71,0.77,0.41,-30.48
5014.81,0.57,-1.20,-29.54
5014.91,0.72,-2.90,-28.46
5015.01,1.20,-4.65,-27.28
5015.11,2.02,-6.44,-25.97
5015.21,3.16,-8.24,-24.56
5015.31,4.60,-9.99,-23.06
5015.41,6.34,-11.67,-21.48
5015.51,8.32,-13.21,-19.83
5015.61,10.53,-14.58,-18.14
5015.71,12.92,-15.74,-16.39
5015.81,15.47,-16.64,-14.63
5015.91,18.13,-17.23,-12.86
5016.01,20.86,-17.49,-11.09
5016.11,23.60,-17.37,-9.34
5016.21,26.32,-16.87,-7.63
5016.31,28.95,-15.96,-5.97
5016.41,31.48,-14.63,-4.38
5016.51,33.83,-12.91,-2.86
5016.61,35.97,-10.80,-1.45
5016.71,37.86,-8.35,-0.14
5016.81,39.46,-5.60,1.04
5016.91,40.75,-2.62,2.08
5017.01,41.70,0.51,2.99
5017.11,42.29,3.71,3.75
5017.21,42.51,6.89,4.36
5017.31,42.36,9.94,4.81
5017.41,41.85,12.75,5.12
5017.51,41.00,15.23,5.28
5017.61,39.83,17.28,5.31
5017.71,38.38,18.80,5.21
5017.81,36.69,19.72,4.99
5017.91,34.83,20.00,4.67
5018.01,32.82,19.58,4.28
5018.11,30.76,18.47,3.83
5018.21,28.69,16.69,3.33
5018.31,26.67,14.28,2.82
5018.41,24.78,11.33,2.32
5018.51,23.07,7.92,1.83
5018.61,21.58,4.20,1.39
5018.71,20.34,0.32,1.00
5018.81,19.40,-3.57,0.67
5018.91,18.77,-7.30,0.41
5019.01,18.44,-10.71,0.22
5019.11,18.40,-13.63,0.09
5019.21,18.64,-15.94,0.02
5019.31,19.12,-17.51,-0.01
5019.41,19.78,-18.27,-0.01
5019.51,20.59,-18.19,-0.00
5019.61,21.48,-17.26,-0.00
5019.71,22.39,-15.52,-0.04
5019.81,23.28,-13.07,-0.11
5019.91,24.09,-10.03,-0.23
5020.01,24.80,-6.57,-0.40
5020.11,25.36,-2.85,-0.62
5020.21,25.78,0.91,-0.86
5020.31,26.05,4.52,-1.10
5020.41,26.18,7.79,-1.30
5020.51,26.19,10.54,-1.44
5020.61,26.12,12.63,-1.45
5020.71,25.98,13.97,-1.31
5020.81,25.81,14.49,-0.97
5020.91,25.64,14.18,-0.41
5021.01,25.48,13.10,0.38
5021.11,25.33,11.32,1.39
5021.21,25.20,8.98,2.59
5021.31,25.07,6.24,3.91
5021.41,24.94,3.27,5.26
5021.51,24.79,0.26,6.55
5021.61,24.60,-2.58,7.64
5021.71,24.39,-5.11,8.41
5021.81,24.14,-7.18,8.71
5021.91,23.90,-8.69,8.44
5022.01,23.70,-9.58,7.52
5022.11,23.59,-9.81,5.89
5022.21,23.61,-9.43,3.59
5022.31,23.82,-8.49,0.66
5022.41,24.26,-7.09,-2.73
5022.51,24.92,-5.36,-6.40
5022.61,25.79,-3.44,-10.07
5022.71,26.81,-1.48,-13.46
5022.81,27.90,0.41,-16.25
5022.91,28.92,2.09,-18.15
5023.01,29.74,3.48,-18.87
5023.11,30.20,4.49,-18.23
5023.21,30.18,5.11,-16.13
5023.31,29.57,5.34,-12.60
5023.41,28.36,5.19,-7.77
5023.51,26.56,4.72,-1.92
5023.61,24.29,4.00,4.57
5023.71,21.75,3.11,11.20
5023.81,19.18,2.14,17.44
5023.91,16.88,1.16,22.74
5024.01,15.15,0.25,26.57
5024.11,14.26,-0.53,28.51
5024.21,14.42,-1.15,28.27
5024.31,15.73,-1.58,25.72
5024.41,18.17,-1.83,20.94
5024.52,21.60,-1.89,14.19
5024.62,25.73,-1.81,5.98
5024.71,30.15,-1.62,-3.12
5024.81,34.42,-1.35,-12.34
5024.92,38.05,-1.04,-20.94
5025.02,40.59,-0.72,-28.15
5025.12,41.68,-0.44,-33.29
5025.21,41.11,-0.20,-35.88
5025.31,38.84,-0.02,-35.61
5025.42,35.01,0.10,-32.44
5025.52,29.93,0.17,-26.54
5025.62,24.07,0.18,-18.35
5025.71,18.02,0.16,-8.50
5025.81,12.38,0.12,2.19
5025.92,7.76,0.08,12.89
5026.02,4.64,0.04,22.69
5026.12,3.41,0.01,30.81
5026.21,4.23,0.00,36.56
5026.31,7.06,0.00,39.47
5026.42,11.69,0.01,39.33
5026.52,17.66,0.02,36.15
5026.62,24.46,0.02,30.21
5026.72,31.42,-0.01,21.98
5026.82,37.90,-0.06,12.17
5026.92,43.31,-0.15,1.51
5027.02,47.16,-0.27,-9.17
5027.12,49.09,-0.42,-19.05
5027.22,48.96,-0.60,-27.41
5027.32,46.80,-0.78,-33.71
5027.42,42.84,-0.95,-37.53
5027.52,37.43,-1.10,-38.68
5027.62,31.05,-1.20,-37.18
5027.72,24.28,-1.23,-33.23
5027.82,17.64,-1.19,-27.20
5027.92,11.67,-1.04,-19.59
5028.02,6.80,-0.79,-10.96
5028.12,3.38,-0.44,-1.93
5028.22,1.60,0.01,6.86
5028.32,1.51,0.56,14.90
5028.42,3.05,1.18,21.73
5028.52,6.03,1.85,26.98
5028.62,10.16,2.55,30.45
5028.72,15.09,3.24,32.04
5028.82,20.45,3.89,31.79
5028.92,25.85,4.47,29.84
5029.02,30.95,4.94,26.43
5029.12,35.45,5.29,21.87
5029.22,39.12,5.47,16.50
5029.32,41.78,5.49,10.67
5029.42,43.37,5.32,4.70
5029.52,43.87,4.95,-1.06
5029.62,43.35,4.38,-6.35
5029.72,41.93,3.63,-10.95
5029.82,39.77,2.70,-14.70
5029.92,37.06,1.62,-17.51
5030.02,33.99,0.40,-19.34
5030.12,30.76,-0.92,-20.21
5030.22,27.54,-2.31,-20.22
5030.32,24.49,-3.73,-19.43
5030.42,21.75,-5.17,-17.99
5030.52,19.42,-6.57,-16.02
5030.62,17.54,-7.90,-13.69
5030.72,16.16,-9.14,-11.15
5030.82,15.27,-10.25,-8.52
5030.92,14.87,-11.21,-5.92
5031.02,14.89,-11.99,-3.45
5031.12,15.28,-12.58,-1.19
5031.22,15.97,-12.96,0.79
5031.32,16.90,-13.13,2.45
5031.42,17.98,-13.09,3.80
5031.52,19.15,-12.83,4.81
5031.62,20.35,-12.35,5.51
5031.72,21.52,-11.67,5.91
5031.82,22.62,-10.79,6.05
5031.92,23.61,-9.73,5.97
5032.02,24.48,-8.51,5.71
5032.12,25.20,-7.14,5.31
5032.22,25.77,-5.65,4.81
5032.32,26.20,-4.07,4.24
5032.42,26.49,-2.40,3.66
5032.52,26.66,-0.67,3.06
5032.62,26.72,1.08,2.50
5032.72,26.70,2.86,1.98
5032.82,26.61,4.62,1.51
5032.92,26.48,6.36,1.11
5033.02,26.32,8.05,0.78
5033.12,26.14,9.67,0.52
5033.22,25.97,11.21,0.32
5033.32,25.81,12.65,0.18
5033.42,25.67,14.00,0.08
5033.52,25.56,15.22,0.03
5033.62,25.47,16.31,0.01
5033.72,25.41,17.26,-0.00
5033.82,25.37,18.08,-0.00
5033.92,25.35,18.75,-0.00
5034.02,25.33,19.27,-0.02
5034.12,25.31,19.64,-0.06
5034.22,25.28,19.87,-0.13
5034.32,25.23,19.95,-0.24
5034.42,25.15,19.88,-0.39
5034.52,25.03,19.67,-0.59
5034.62,24.86,19.33,-0.84
5034.72,24.63,18.85,-1.14
5034.82,24.34,18.25,-1.50
5034.92,23.99,17.54,-1.90
5035.02,23.57,16.72,-2.36
5035.12,23.09,15.80,-2.86
5035.22,22.55,14.78,-3.40
5035.32,21.96,13.68,-3.97
5035.42,21.33,12.50,-4.58
5035.52,20.68,11.27,-5.21
5035.62,20.02,9.98,-5.87
5035.72,19.37,8.64,-6.53
5035.82,18.76,7.28,-7.19
5035.92,18.19,5.89,-7.84
5036.02,17.71,4.49,-8.47
5036.12,17.33,3.07,-9.08
5036.22,17.09,1.67,-9.65
5036.32,17.01,0.28,-10.17
5036.42,17.11,-1.07,-10.64
5036.52,17.41,-2.39,-11.05
5036.62,17.94,-3.66,-11.37
5036.72,18.71,-4.88,-11.60
5036.82,19.73,-6.03,-11.73
5036.92,20.99,-7.12,-11.75
5037.02,22.49,-8.11,-11.65
5037.12,24.22,-9.02,-11.41
5037.22,26.16,-9.84,-11.04
5037.32,28.26,-10.56,-10.51
5037.42,30.49,-11.17,-9.83
5037.52,32.78,-11.68,-8.97
5037.62,35.10,-12.07,-7.95
5037.72,37.35,-12.34,-6.75
5037.82,39.47,-12.50,-5.38
5037.92,41.36,-12.54,-3.84
5038.02,42.95,-12.46,-2.10
5038.12,44.15,-12.27,-0.20
5038.22,44.88,-11.97,1.88
5038.32,45.08,-11.57,4.10
5038.42,44.68,-11.07,6.48
5038.52,43.65,-10.47,8.99
5038.62,41.96,-9.80,11.60
5038.72,39.62,-9.04,14.30
5038.82,36.66,-8.23,17.02
5038.92,33.16,-7.37,19.78
5039.02,29.22,-6.47,22.51
5039.12,24.95,-5.55,25.17
5039.22,20.52,-4.61,27.71
5039.32,16.10,-3.68,30.07
5039.42,11.89,-2.76,32.22
5039.52,8.08,-1.88,34.10
5039.62,4.86,-1.03,35.64
5039.72,2.43,-0.24,36.79
5039.82,0.95,0.48,37.49
5039.92,0.53,1.13,37.70
5040.02,1.24,1.68,37.37
5040.12,3.11,2.15,36.45
5040.22,6.08,2.53,34.91
5040.32,10.02,2.81,32.76
5040.42,14.77,3.00,29.98
5040.52,20.09,3.09,26.57
5040.62,25.68,3.10,22.56
5040.72,31.22,3.03,18.01
5040.82,36.38,2.88,12.98
5040.92,40.82,2.68,7.56
5041.02,44.27,2.43,1.86
5041.12,46.49,2.15,-3.98
5041.22,47.33,1.85,-9.84
5041.32,46.71,1.53,-15.58
5041.42,44.69,1.23,-21.00
5041.52,41.40,0.94,-25.93
5041.62,37.08,0.67,-30.21
5041.72,32.04,0.44,-33.66
5041.82,26.67,0.25,-36.17
5041.92,21.39,0.10,-37.61
5042.02,16.58,-0.01,-37.90
5042.12,12.63,-0.08,-36.98
5042.22,9.80,-0.12,-34.85
5042.32,8.30,-0.12,-31.55
5042.42,8.19,-0.11,-27.19
5042.52,9.45,-0.08,-21.88
5042.62,11.90,-0.05,-15.84
5042.72,15.26,-0.02,-9.30
5042.82,19.22,-0.01,-2.52
5042.92,23.38,-0.00,4.20
5043.02,27.35,-0.01,10.57
5043.12,30.80,-0.03,16.30
5043.22,33.44,-0.06,21.14
5043.32,35.08,-0.08,24.84
5043.42,35.67,-0.10,27.26
5043.52,35.22,-0.10,28.26
5043.62,33.87,-0.08,27.83
5043.72,31.84,-0.01,26.01
5043.82,29.40,0.11,22.93
5043.92,26.85,0.27,18.79
5044.02,24.44,0.48,13.86
5044.12,22.41,0.73,8.45
5044.22,20.92,1.01,2.88
5044.32,20.06,1.29,-2.51
5044.42,19.82,1.56,-7.37
5044.52,20.14,1.78,-11.43
5044.62,20.90,1.92,-14.50
5044.73,21.94,1.95,-16.41
5044.83,23.09,1.84,-17.11
5044.92,24.21,1.58,-16.65
5045.02,25.18,1.15,-15.12
5045.12,25.91,0.54,-12.72
5045.23,26.37,-0.21,-9.69
5045.33,26.56,-1.09,-6.32
5045.42,26.54,-2.05,-2.87
5045.52,26.35,-3.03,0.38
5045.62,26.06,-3.97,3.20
5045.73,25.74,-4.78,5.42
5045.83,25.44,-5.40,6.93
5045.92,25.18,-5.74,7.69
5046.02,24.97,-5.75,7.73
5046.12,24.82,-5.38,7.15
5046.23,24.69,-4.61,6.09
5046.33,24.59,-3.45,4.72
5046.42,24.49,-1.93,3.21
5046.53,24.41,-0.12,1.72
5046.63,24.35,1.88,0.40
5046.73,24.34,3.94,-0.66
5046.83,24.41,5.94,-1.40
5046.93,24.58,7.73,-1.81
5047.03,24.89,9.16,-1.92
5047.13,25.33,10.10,-1.80
5047.23,25.88,10.44,-1.51
5047.33,26.51,10.12,-1.14
5047.43,27.15,9.10,-0.76
5047.53,27.72,7.39,-0.43
5047.63,28.14,5.09,-0.19
5047.73,28.32,2.30,-0.04
5047.83,28.20,-0.82,0.02
5047.93,27.72,-4.07,0.03
5048.03,26.86,-7.23,0.01
5048.13,25.67,-10.09,0.00
5048.23,24.18,-12.43,0.02
5048.33,22.51,-14.06,0.09
5048.43,20.77,-14.85,0.18
5048.53,19.10,-14.71,0.28
5048.63,17.66,-13.59,0.35
5048.73,16.58,-11.54,0.33
5048.83,15.98,-8.66,0.20
5048.93,15.96,-5.12,-0.09
5049.03,16.57,-1.12,-0.53
5049.13,17.81,3.06,-1.12
5049.23,19.64,7.19,-1.81
5049.33,21.98,10.98,-2.54
5049.43,24.72,14.18,-3.20
5049.53,27.71,16.57,-3.71
5049.63,30.80,17.98,-3.96
5049.73,33.79,18.32,-3.87
5049.83,36.53,17.53,-3.36
5049.93,38.85,15.67,-2.41
5050.03,40.62,12.83,-1.04
5050.13,41.74,9.18,0.72
5050.23,42.14,4.95,2.75
5050.33,41.79,0.38,4.94
5050.43,40.69,-4.25,7.11
5050.53,38.88,-8.68,9.10
5050.63,36.42,-12.62,10.72
5050.73,33.45,-15.87,11.82
5050.83,30.05,-18.25,12.25
5050.93,26.37,-19.62,11.94
5051.03,22.55,-19.93,10.81
5051.13,18.72,-19.17,8.89
5051.23,15.02,-17.40,6.23
5051.33,11.58,-14.74,2.94
5051.43,8.51,-11.34,-0.84
5051.53,5.89,-7.40,-4.91
5051.63,3.80,-3.12,-9.06
5051.73,2.28,1.26,-13.08
5051.83,1.37,5.50,-16.76
5051.93,1.07,9.41,-19.88
5052.03,1.38,12.81,-22.29
5052.13,2.27,15.57,-23.84
5052.23,3.67,17.56,-24.43
5052.33,5.56,18.72,-24.04
5052.43,7.87,19.03,-22.63
5052.53,10.50,18.51,-20.28
5052.63,13.39,17.22,-17.05
5052.73,16.48,15.26,-13.05
5052.83,19.67,12.74,-8.44
5052.93,22.90,9.80,-3.37
5053.03,26.09,6.56,1.99
5053.13,29.17,3.20,7.41
5053.23,32.09,-0.15,12.76
5053.33,34.81,-3.36,17.87
5053.43,37.27,-6.32,22.59
5053.53,39.45,-8.94,26.78
5053.63,41.31,-11.13,30.35
5053.73,42.83,-12.84,33.20
5053.83,44.02,-14.04,35.28
5053.93,44.86,-14.72,36.57
5054.03,45.35,-14.91,37.07
5054.13,45.51,-14.63,36.78
5054.23,45.34,-13.92,35.75
5054.33,44.88,-12.84,34.03
5054.43,44.14,-11.46,31.68
5054.53,43.15,-9.83,28.79
5054.63,41.95,-8.05,25.42
5054.73,40.57,-6.17,21.68
5054.83,39.03,-4.25,17.66
5054.93,37.38,-2.36,13.40
5055.03,35.65,-0.56,9.02
5055.13,33.87,1.12,4.62
5055.23,32.09,2.65,0.22
5055.33,30.32,3.99,-4.07
5055.43,28.60,5.11,-8.19
5055.53,26.97,6.03,-12.12
5055.63,25.43,6.73,-15.82
5055.73,24.01,7.22,-19.22
5055.83,22.74,7.50,-22.32
5055.93,21.64,7.60,-25.11
5056.03,20.69,7.53,-27.56
5056.13,19.93,7.31,-29.64
5056.23,19.35,6.97,-31.38
5056.33,18.93,6.53,-32.79
5056.43,18.70,6.00,-33.88
5056.53,18.63,5.42,-34.63
5056.63,18.71,4.81,-35.09
5056.73,18.93,4.18,-35.25
5056.83,19.26,3.55,-35.14
5056.93,19.69,2.93,-34.79
5057.03,20.20,2.35,-34.21
5057.13,20.76,1.80,-33.41
5057.23,21.35,1.30,-32.44
