Nama Perenang:,Irfan
Gaya Renang:,Gaya Bebas
Time:,140526-1255
TimeStamp(s),Force(Kg),Roll(Deg),Pitch(Deg)
4840.52,24.95,3.41,20.69
4840.62,30.50,3.32,16.13
4840.72,35.72,3.17,11.13
4840.82,40.30,2.95,5.78
4840.92,43.95,2.68,0.18
4841.02,46.42,2.38,-5.54
4841.12,47.54,2.05,-11.25
4841.22,47.23,1.71,-16.80
4841.32,45.50,1.38,-22.03
4841.42,42.47,1.06,-26.81
4841.52,38.34,0.77,-30.94
4841.62,33.40,0.51,-34.27
4841.72,28.04,0.29,-36.68
4841.82,22.63,0.12,-38.04
4841.92,17.61,-0.02,-38.28
4842.02,13.33,-0.10,-37.34
4842.12,10.13,-0.15,-35.21
4842.22,8.20,-0.17,-31.95
4842.32,7.69,-0.16,-27.62
4842.42,8.57,-0.13,-22.38
4842.52,10.72,-0.09,-16.38
4842.62,13.89,-0.06,-9.85
4842.72,17.78,-0.03,-3.07
4842.82,22.01,-0.01,3.69
4842.92,26.19,-0.00,10.15
4843.02,29.94,-0.01,16.01
4843.12,32.95,-0.03,21.01
4843.22,35.00,-0.05,24.93
4843.32,35.98,-0.07,27.58
4843.42,35.87,-0.08,28.84
4843.52,34.78,-0.06,28.67
4843.62,32.90,-0.02,27.08
4843.72,30.49,0.07,24.19
4843.82,27.84,0.20,20.20
4843.92,25.25,0.37,15.34
4844.02,22.96,0.59,9.91
4844.12,21.18,0.84,4.25
4844.22,20.03,1.10,-1.32
4844.32,19.54,1.35,-6.46
4844.42,19.66,1.58,-10.86
4844.52,20.31,1.73,-14.29
4844.62,21.31,1.80,-16.59
4844.73,22.51,1.74,-17.66
4844.83,23.74,1.55,-17.52
4844.92,24.85,1.19,-16.26
4845.02,25.74,0.68,-14.03
4845.12,26.35,0.01,-11.07
4845.23,26.67,-0.79,-7.65
4845.33,26.73,-1.68,-4.07
4845.42,26.58,-2.61,-0.60
4845.52,26.30,-3.52,2.50
4845.62,25.96,-4.35,5.05
4845.73,25.61,-5.01,6.89
4845.83,25.30,-5.43,7.95
4845.92,25.04,-5.55,8.26
4846.02,24.86,-5.32,7.87
4846.12,24.72,-4.72,6.92
4846.23,24.62,-3.72,5.57
4846.33,24.54,-2.37,4.00
4846.43,24.47,-0.71,2.38
4846.53,24.42,1.17,0.89
4846.63,24.40,3.16,-0.36
4846.73,24.44,5.15,-1.30
4846.83,24.57,6.98,-1.89
4846.93,24.80,8.50,-2.14
4847.03,25.16,9.60,-2.11
4847.13,25.63,10.15,-1.86
4847.23,26.19,10.07,-1.48
4847.33,26.78,9.32,-1.05
4847.43,27.34,7.89,-0.65
4847.53,27.78,5.84,-0.33
4847.63,28.03,3.26,-0.11
4847.73,28.01,0.29,0.01
4847.83,27.66,-2.87,0.05
4847.93,26.97,-6.04,0.04
4848.03,25.93,-8.98,0.01
4848.13,24.59,-11.49,0.00
4848.23,23.04,-13.37,0.02
4848.33,21.39,-14.46,0.09
4848.43,19.77,-14.66,0.17
4848.53,18.33,-13.89,0.25
4848.63,17.20,-12.19,0.27
4848.73,16.52,-9.62,0.21
4848.83,16.37,-6.32,0.02
4848.93,16.84,-2.51,-0.32
4849.03,17.92,1.61,-0.80
4849.13,19.59,5.76,-1.40
4849.23,21.79,9.66,-2.06
4849.33,24.40,13.07,-2.70
4849.43,27.28,15.73,-3.24
4849.53,30.28,17.48,-3.57
4849.63,33.22,18.19,-3.60
4849.73,35.93,17.78,-3.27
4849.83,38.24,16.28,-2.53
4849.93,40.02,13.76,-1.36
4850.03,41.17,10.38,0.19
4850.13,41.59,6.32,2.04
4850.23,41.27,1.84,4.09
4850.33,40.20,-2.79,6.18
4850.43,38.42,-7.30,8.15
4850.53,35.98,-11.42,9.81
4850.63,33.01,-14.92,11.01
4850.73,29.62,-17.59,11.61
4850.83,25.95,-19.29,11.49
4850.93,22.14,-19.93,10.60
4851.03,18.33,-19.48,8.91
4851.13,14.66,-17.99,6.49
4851.23,11.25,-15.56,3.42
4851.33,8.23,-12.33,-0.15
4851.43,5.69,-8.49,-4.07
4851.53,3.69,-4.26,-8.12
4851.63,2.28,0.14,-12.07
4851.73,1.50,4.48,-15.72
4851.83,1.35,8.53,-18.87
4851.93,1.81,12.12,-21.32
4852.03,2.86,15.07,-22.95
4852.13,4.45,17.27,-23.64
4852.23,6.50,18.64,-23.33
4852.33,8.96,19.15,-22.03
4852.43,11.76,18.81,-19.75
4852.53,14.80,17.67,-16.59
4852.63,18.00,15.81,-12.67
4852.73,21.29,13.35,-8.11
4852.83,24.60,10.42,-3.08
4852.93,27.84,7.18,2.23
4853.03,30.95,3.77,7.65
4853.13,33.86,0.33,12.97
4853.23,36.54,-2.98,18.04
4853.33,38.94,-6.06,22.70
4853.43,41.03,-8.79,26.83
4853.53,42.78,-11.09,30.32
4853.63,44.17,-12.91,33.06
4853.73,45.20,-14.21,35.01
4853.83,45.87,-14.97,36.15
4853.93,46.19,-15.22,36.47
4854.03,46.16,-14.97,35.99
4854.13,45.81,-14.27,34.74
4854.23,45.16,-13.18,32.79
4854.33,44.23,-11.76,30.21
4854.43,43.07,-10.09,27.07
4854.53,41.70,-8.24,23.47
4854.63,40.15,-6.29,19.50
4854.73,38.47,-4.29,15.26
4854.83,36.68,-2.32,10.84
4854.93,34.83,-0.44,6.29
4855.03,32.96,1.32,1.74
4855.13,31.09,2.91,-2.74
4855.23,29.26,4.31,-7.12
4855.33,27.50,5.49,-11.30
4855.43,25.82,6.44,-15.22
4855.53,24.27,7.17,-18.88
4855.63,22.86,7.66,-22.24
4855.73,21.60,7.95,-25.24
4855.83,20.52,8.04,-27.90
4855.93,19.62,7.94,-30.19
4856.03,18.90,7.70,-32.12
4856.13,18.37,7.31,-33.66
4856.23,18.03,6.83,-34.85
4856.33,17.86,6.25,-35.69
4856.43,17.86,5.62,-36.20
4856.53,18.01,4.96,-36.41
4856.63,18.30,4.27,-36.31
4856.73,18.70,3.60,-35.94
4856.83,19.21,2.94,-35.32
4856.93,19.78,2.31,-34.48
4857.03,20.41,1.73,-33.44
4857.13,21.07,1.19,-32.22
4857.23,21.73,0.72,-30.85
4857.33,22.37,0.31,-29.34
4857.43,22.98,-0.05,-27.72
4857.53,23.54,-0.34,-26.01
4857.63,24.03,-0.56,-24.24
4857.73,24.45,-0.73,-22.42
4857.83,24.80,-0.85,-20.57
4857.93,25.06,-0.92,-18.69
4858.03,25.26,-0.95,-16.83
4858.13,25.39,-0.95,-14.98
4858.23,25.47,-0.91,-13.16
4858.33,25.50,-0.85,-11.37
4858.43,25.51,-0.77,-9.63
4858.53,25.50,-0.68,-7.96
4858.63,25.49,-0.58,-6.37
4858.73,25.49,-0.48,-4.86
4858.83,25.50,-0.39,-3.41
4858.93,25.53,-0.30,-2.06
4859.03,25.57,-0.21,-0.81
4859.13,25.60,-0.14,0.33
4859.23,25.62,-0.09,1.37
4859.33,25.60,-0.04,2.31
4859.43,25.52,-0.02,3.14
4859.53,25.37,-0.00,3.85
4859.63,25.12,-0.00,4.46
4859.73,24.76,-0.01,4.96
4859.83,24.29,-0.04,5.35
4859.93,23.71,-0.07,5.63
4860.03,23.06,-0.11,5.81
4860.13,22.36,-0.15,5.90
4860.23,21.67,-0.19,5.89
4860.33,21.06,-0.23,5.80
4860.43,20.60,-0.26,5.62
4860.53,20.36,-0.28,5.38
4860.63,20.43,-0.29,5.08
4860.73,20.86,-0.29,4.73
4860.83,21.69,-0.26,4.33
4860.93,22.94,-0.21,3.91
4861.03,24.57,-0.13,3.47
4861.13,26.51,-0.02,3.02
4861.23,28.65,0.12,2.58
4861.33,30.85,0.29,2.15
4861.43,32.91,0.50,1.74
4861.53,34.64,0.75,1.37
4861.63,35.83,1.03,1.03
4861.73,36.30,1.35,0.74
4861.83,35.92,1.71,0.50
4861.93,34.60,2.10,0.31
4862.03,32.33,2.52,0.17
4862.13,29.21,2.97,0.08
4862.23,25.44,3.44,0.03
4862.33,21.25,3.94,0.00
4862.43,17.02,4.45,0.00
4862.53,13.13,4.96,0.00
4862.63,9.96,5.48,0.00
4862.73,7.89,5.98,-0.02
4862.83,7.21,6.46,-0.09
4862.93,8.11,6.92,-0.20
4863.03,10.60,7.33,-0.38
4863.13,14.59,7.69,-0.63
4863.23,19.77,7.99,-0.95
4863.33,25.72,8.21,-1.35
4863.43,31.90,8.35,-1.81
4863.53,37.72,8.38,-2.31
4863.63,42.57,8.30,-2.83
4863.73,45.94,8.10,-3.34
4863.83,47.40,7.77,-3.80
4863.93,46.73,7.30,-4.16
4864.03,43.92,6.68,-4.37
4864.13,39.16,5.91,-4.38
4864.23,32.89,5.00,-4.15
4864.33,25.72,3.93,-3.63
4864.44,18.32,2.72,-2.79
4864.54,11.46,1.38,-1.61
4864.63,5.85,-0.08,-0.10
4864.73,2.09,-1.65,1.71
4864.83,0.57,-3.30,3.77
4864.94,1.47,-5.01,6.00
4865.04,4.72,-6.75,8.30
4865.13,9.97,-8.47,10.54
4865.23,16.68,-10.16,12.56
4865.33,24.17,-11.77,14.21
4865.44,31.69,-13.25,15.32
4865.54,38.45,-14.56,15.74
4865.63,43.82,-15.66,15.34
4865.73,47.27,-16.50,14.04
4865.83,48.50,-17.05,11.79
4865.94,47.46,-17.28,8.62
4866.04,44.31,-17.14,4.61
4866.13,39.43,-16.62,-0.09
4866.23,33.35,-15.71,-5.23
4866.33,26.69,-14.40,-10.54
4866.44,20.14,-12.70,-15.69
4866.54,14.29,-10.62,-20.27
4866.64,9.66,-8.21,-23.95
4866.74,6.60,-5.51,-26.36
4866.84,5.33,-2.59,-27.24
4866.94,5.84,0.50,-26.36
4867.04,7.97,3.66,-23.65
4867.14,11.42,6.79,-19.17
4867.24,15.80,9.81,-13.10
4867.34,20.66,12.61,-5.76
4867.44,25.54,15.08,2.39
4867.54,30.03,17.14,10.79
4867.64,33.77,18.69,18.84
4867.74,36.53,19.66,25.90
4867.84,38.17,20.00,31.34
4867.94,38.67,19.65,34.70
4868.04,38.10,18.63,35.58
4868.14,36.62,16.94,33.81
4868.24,34.45,14.61,29.41
4868.34,31.83,11.74,22.60
4868.44,29.02,8.41,13.85
4868.54,26.26,4.74,3.81
4868.64,23.74,0.88,-6.77
4868.74,21.62,-3.01,-17.05
4868.84,19.99,-6.77,-26.17
4868.94,18.92,-10.24,-33.38
4869.04,18.38,-13.25,-38.02
4869.14,18.34,-15.67,-39.68
4869.24,18.72,-17.39,-38.19
4869.34,19.43,-18.31,-33.62
4869.44,20.35,-18.39,-26.34
4869.54,21.40,-17.62,-16.93
4869.64,22.46,-16.03,-6.17
4869.74,23.47,-13.72,5.11
4869.84,24.37,-10.78,15.90
4869.94,25.11,-7.38,25.36
4870.04,25.68,-3.68,32.72
4870.14,26.07,0.11,37.40
4870.24,26.30,3.79,39.06
4870.34,26.38,7.17,37.60
4870.44,26.36,10.07,33.21
4870.54,26.26,12.34,26.29
4870.64,26.11,13.88,17.49
4870.74,25.94,14.61,7.55
4870.84,25.77,14.50,-2.71
4870.94,25.61,13.59,-12.47
4871.04,25.47,11.96,-20.98
4871.14,25.37,9.73,-27.63
4871.24,25.28,7.04,-31.99
4871.34,25.20,4.08,-33.82
4871.44,25.13,1.03,-33.10
4871.54,25.05,-1.91,-30.03
4871.64,24.94,-4.58,-24.94
4871.74,24.80,-6.82,-18.35
4871.84,24.62,-8.51,-10.82
4871.94,24.38,-9.58,-2.93
4872.04,24.10,-9.99,4.71
4872.14,23.78,-9.77,11.59
4872.24,23.41,-8.96,17.27
4872.34,23.01,-7.65,21.45
4872.44,22.60,-5.97,23.96
4872.54,22.19,-4.05,24.78
4872.64,21.80,-2.04,24.00
4872.74,21.45,-0.08,21.81
4872.84,21.16,1.71,18.49
4872.94,20.95,3.22,14.33
4873.04,20.84,4.38,9.72
4873.14,20.83,5.13,4.96
4873.24,20.97,5.47,0.38
4873.34,21.24,5.42,-3.77
4873.44,21.65,5.03,-7.29
4873.54,22.22,4.35,-10.05
4873.64,22.94,3.47,-11.96
4873.74,23.81,2.48,-13.04
4873.84,24.82,1.46,-13.32
4873.94,25.96,0.49,-12.90
4874.04,27.21,-0.36,-11.90
4874.14,28.57,-1.06,-10.46
4874.24,30.00,-1.57,-8.73
4874.34,31.48,-1.88,-6.84
4874.44,32.99,-2.00,-4.92
4874.54,34.49,-1.96,-3.08
4874.64,35.96,-1.78,-1.42
4874.74,37.37,-1.52,0.01
4874.84,38.69,-1.20,1.17
4874.94,39.88,-0.86,2.04
4875.04,40.92,-0.55,2.64
4875.14,41.76,-0.27,2.97
4875.24,42.40,-0.06,3.08
4875.34,42.80,0.09,3.00
4875.44,42.93,0.18,2.78
4875.54,42.79,0.21,2.46
4875.64,42.35,0.20,2.08
4875.74,41.61,0.16,1.68
4875.84,40.56,0.12,1.30
4875.94,39.21,0.07,0.95
4876.04,37.56,0.03,0.65
4876.14,35.62,0.01,0.41
4876.24,33.40,0.00,0.23
4876.34,30.94,0.00,0.11
4876.44,28.29,0.01,0.04
4876.54,25.47,0.01,0.01
4876.64,22.54,-0.00,0.00
4876.74,19.54,-0.04,-0.00
4876.84,16.54,-0.11,-0.01
4876.94,13.62,-0.21,-0.03
4877.04,10.83,-0.34,-0.09
4877.14,8.24,-0.50,-0.19
4877.24,5.93,-0.67,-0.34
4877.34,3.95,-0.83,-0.55
4877.44,2.37,-0.98,-0.82
4877.54,1.25,-1.09,-1.14
4877.64,0.65,-1.14,-1.51
4877.74,0.59,-1.11,-1.94
4877.84,1.11,-0.99,-2.40
4877.94,2.22,-0.77,-2.90
4878.04,3.90,-0.46,-3.42
4878.14,6.13,-0.04,-3.96
4878.24,8.88,0.47,-4.49
4878.34,12.06,1.06,-5.00
4878.44,15.59,1.70,-5.50
4878.54,19.36,2.36,-5.96
4878.64,23.28,3.03,-6.37
4878.74,27.20,3.66,-6.71
4878.84,31.00,4.23,-6.98
4878.94,34.53,4.70,-7.19
4879.04,37.67,5.04,-7.29
4879.14,40.28,5.23,-7.31
4879.24,42.28,5.26,-7.22
4879.34,43.57,5.10,-7.02
4879.44,44.10,4.75,-6.72
4879.54,43.85,4.20,-6.30
4879.64,42.83,3.47,-5.77
4879.74,41.09,2.56,-5.12
4879.84,38.73,1.50,-4.35
4879.94,35.86,0.31,-3.47
4880.04,32.63,-0.98,-2.48
4880.14,29.22,-2.35,-1.36
4880.24,25.80,-3.75,-0.15
4880.34,22.55,-5.15,1.18
4880.44,19.66,-6.53,2.60
4880.54,17.25,-7.83,4.12
4880.64,15.46,-9.03,5.73
4880.74,14.34,-10.11,7.40
4880.84,13.94,-11.03,9.13
4880.94,14.24,-11.78,10.93
4881.04,15.17,-12.33,12.78
4881.14,16.63,-12.67,14.68
4881.24,18.48,-12.80,16.60
4881.34,20.55,-12.70,18.53
4881.44,22.69,-12.39,20.48
4881.54,24.72,-11.86,22.39
4881.64,26.52,-11.13,24.28
4881.74,27.95,-10.21,26.13
4881.84,28.96,-9.10,27.92
4881.94,29.51,-7.84,29.62
4882.04,29.61,-6.44,31.21
4882.14,29.33,-4.91,32.68
4882.24,28.74,-3.30,34.00
4882.34,27.94,-1.60,35.14
4882.44,27.04,0.14,36.10
4882.54,26.14,1.91,36.83
4882.64,25.34,3.69,37.34
4882.74,24.70,5.45,37.58
4882.84,24.24,7.18,37.54
4882.94,23.97,8.84,37.20
4883.04,23.88,10.44,36.55
4883.14,23.93,11.94,35.56
4883.24,24.07,13.34,34.23
4883.34,24.26,14.63,32.54
4883.44,24.47,15.79,30.49
4883.54,24.67,16.81,28.10
4883.64,24.84,17.69,25.33
4883.74,25.00,18.43,22.23
4883.84,25.15,19.02,18.82
4883.94,25.31,19.45,15.09
4884.04,25.49,19.73,11.13
4884.14,25.66,19.86,6.94
4884.24,25.83,19.85,2.61
4884.34,25.94,19.68,-1.83
4884.44,25.96,19.38,-6.28
4884.54,25.84,18.94,-10.70
4884.65,25.54,18.37,-15.01
4884.75,25.05,17.68,-19.11
4884.85,24.38,16.88,-22.93
4884.94,23.58,15.97,-26.36
4885.04,22.73,14.96,-29.30
4885.15,21.96,13.87,-31.70
4885.25,21.38,12.70,-33.47
4885.35,21.13,11.46,-34.57
4885.44,21.32,10.17,-34.94
4885.54,21.99,8.82,-34.55
4885.65,23.18,7.44,-33.37
4885.75,24.81,6.04,-31.44
4885.85,26.76,4.63,-28.77
4885.94,28.85,3.20,-25.43
4886.04,30.85,1.78,-21.50
4886.15,32.50,0.37,-17.10
4886.25,33.59,-1.01,-12.32
4886.35,33.90,-2.35,-7.34
4886.45,33.33,-3.65,-2.32
4886.55,31.82,-4.90,2.57
4886.65,29.44,-6.09,7.17
4886.75,26.36,-7.20,11.34
4886.85,22.82,-8.24,14.91
4886.95,19.16,-9.19,17.75
4887.05,15.70,-10.04,19.76
4887.15,12.81,-10.80,20.89
4887.25,10.79,-11.45,21.11
4887.35,9.88,-11.99,20.45
4887.45,10.25,-12.43,18.97
4887.55,11.90,-12.75,16.77
4887.65,14.77,-12.95,13.98
4887.75,18.67,-13.04,10.76
4887.85,23.29,-13.01,7.31
4887.95,28.30,-12.86,3.81
4888.05,33.28,-12.60,0.44
4888.15,37.86,-12.24,-2.61
4888.25,41.67,-11.77,-5.21
4888.35,44.41,-11.21,-7.22
4888.45,45.87,-10.56,-8.59
4888.55,45.91,-9.83,-9.30
4888.65,44.54,-9.03,-9.35
4888.75,41.84,-8.18,-8.83
4888.85,38.00,-7.27,-7.83
4888.95,33.27,-6.34,-6.47
4889.05,27.96,-5.38,-4.89
4889.15,22.40,-4.42,-3.25
4889.25,16.93,-3.47,-1.67
4889.35,11.89,-2.53,-0.27
4889.45,7.54,-1.63,0.86
4889.55,4.14,-0.77,1.68
4889.65,1.83,0.02,2.17
4889.75,0.70,0.75,2.35
4889.85,0.78,1.40,2.27
4889.95,2.01,1.96,2.00
4890.05,4.29,2.43,1.60
4890.15,7.47,2.80,1.16
4890.25,11.36,3.08,0.74
4890.35,15.76,3.26,0.40
4890.45,20.42,3.34,0.15
4890.55,25.15,3.34,0.00
4890.65,29.74,3.26,-0.05
4890.75,34.02,3.10,-0.05
4890.85,37.83,2.88,-0.02
4890.95,41.04,2.62,-0.00
4891.05,43.58,2.32,-0.01
4891.15,45.39,1.99,-0.06
4891.25,46.47,1.66,-0.14
4891.35,46.84,1.33,-0.22
4891.45,46.52,1.02,-0.26
4891.55,45.59,0.74,-0.22
4891.65,44.12,0.49,-0.07
4891.75,42.21,0.27,0.24
4891.85,39.94,0.11,0.69
4891.95,37.42,-0.02,1.27
4892.05,34.75,-0.10,1.91
4892.15,32.03,-0.15,2.55
4892.25,29.32,-0.16,3.07
4892.35,26.71,-0.15,3.36
4892.45,24.26,-0.12,3.34
4892.55,22.03,-0.08,2.90
4892.65,20.04,-0.05,2.01
4892.75,18.35,-0.02,0.68
4892.85,16.94,-0.00,-1.04
4892.95,15.85,-0.00,-3.02
4893.05,15.04,-0.01,-5.12
4893.15,14.52,-0.03,-7.11
4893.25,14.27,-0.06,-8.80
4893.35,14.27,-0.08,-9.97
4893.45,14.49,-0.08,-10.42
4893.55,14.90,-0.07,-10.02
4893.65,15.47,-0.01,-8.70
4893.75,16.16,0.08,-6.46
4893.85,16.95,0.22,-3.40
4893.95,17.80,0.40,0.30
4894.05,18.69,0.63,4.41
4894.15,19.58,0.88,8.61
4894.25,20.46,1.15,12.59
4894.35,21.31,1.41,16.02
4894.45,22.10,1.63,18.60
4894.55,22.83,1.78,20.06
4894.65,23.48,1.83,20.23
4894.75,24.05,1.76,19.03
4894.85,24.54,1.55,16.47
4894.95,24.94,1.17,12.63
4895.05,25.25,0.63,7.74
4895.15,25.49,-0.06,2.06
4895.25,25.65,-0.88,-4.08
4895.35,25.75,-1.79,-10.32
4895.45,25.79,-2.73,-16.28
4895.55,25.79,-3.65,-21.61
4895.65,25.77,-4.47,-25.98
4895.75,25.72,-5.11,-29.12
4895.85,25.66,-5.51,-30.85
4895.95,25.60,-5.60,-31.07
4896.05,25.55,-5.33,-29.74
4896.15,25.51,-4.67,-26.92
4896.25,25.50,-3.63,-22.75
4896.35,25.51,-2.23,-17.43
4896.45,25.54,-0.53,-11.22
4896.55,25.59,1.38,-4.40
4896.65,25.65,3.40,2.69
4896.75,25.72,5.38,9.78
4896.85,25.78,7.20,16.57
